%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
0,2,v5,v2,0.46,v3,1,0,v2,0,71937,v2,v2,v1,v2,0.34,307,37.2,v1,41,66.8,0.95,190,2,v1,1,456,0,0.931,700,v1,0.636,630,v5,5254,0.311,v3,v4,v5,v1,3,7402,3,v5,8.6,3,v1,v1,v1,0,v4,2,4.97,0,v4,v4,v2,v3,53961,6356,43.7,0,30.9,v4,2,v1,19492,v2,v3,5.58,0,7028,0.21,2676,1,68,79.5,4,v2,0,v1,3.98,v2,v1,47.2,6.39,0,441,v6,v3,0,v1,v1,1,5213,v1,v1,v6,v1,v3,class1
0,1,v3,v4,0.05,v1,1,1,v2,1,73161,v2,v1,v2,v6,0.33,353,33.4,v1,27,68.7,0.816,204,4,v2,1,446,3,0.91,837,v1,0.452,651,v3,5309,0.428,v1,v2,v1,v2,1,7078,1,v4,8.22,0,v3,v3,v4,0,v3,1,4.92,1,v4,v5,v3,v3,42642,6457,14.4,0,58.4,v5,1,v1,16079,v1,v3,5.58,2,6448,0.15,6550,0,87,83.7,2,v4,0,v1,5.92,v3,v2,56.2,5.22,0,791,v1,v3,1,v1,v1,1,5858,v2,v3,v3,v2,v1,class1
1,4,v6,v3,0.13,v1,0,1,v1,0,72115,v3,v2,v2,v5,0.42,663,32.8,v1,53,75.9,0.934,247,0,v3,0,432,3,0.93,826,v1,0.628,654,v2,4032,0.484,v1,v1,v4,v1,3,6250,4,v4,7.34,3,v1,v2,v1,0,v4,1,5.13,1,v5,v3,v1,v2,41999,6172,67.5,1,31.3,v4,0,v2,13093,v1,v2,6.61,1,6824,0.38,2950,2,72,79.6,1,v1,0,v2,3.85,v3,v2,47.4,5.39,0,891,v2,v2,1,v1,v2,1,5659,v2,v2,v1,v2,v4,class2
0,3,v4,v4,0.44,v1,1,3,v3,2,71948,v3,v1,v1,v4,0.15,897,30.8,v2,50,81.6,0.874,243,3,v4,0,459,2,0.91,708,v2,0.637,593,v2,6543,0.495,v3,v2,v1,v2,2,6401,1,v4,7.31,0,v4,v2,v6,0,v1,2,3.98,0,v2,v2,v2,v2,52785,6120,71.4,0,31.2,v1,2,v2,14991,v2,v1,5.58,1,6002,0.15,5566,0,70,81.1,1,v1,0,v1,6.47,v1,v2,45.7,4.29,1,539,v3,v2,2,v1,v2,1,6081,v3,v1,v2,v1,v4,class2
0,2,v4,v4,0.18,v2,0,1,v4,2,83237,v1,v2,v1,v3,0.26,397,26.4,v2,44,76.2,0.803,245,4,v1,0,479,3,0.909,549,v1,0.649,597,v6,4042,0.157,v4,v2,v1,v2,3,5727,2,v2,7.58,2,v4,v2,v3,2,v1,0,5.57,1,v3,v4,v2,v2,52638,6347,45.4,1,30.8,v3,0,v2,20056,v3,v3,5.57,3,5843,0.15,2886,2,68,79.7,0,v1,0,v1,6.5,v1,v2,44.9,4.25,3,436,v6,v3,1,v1,v2,1,5194,v1,v2,v5,v2,v3,class1
1,0,v4,v4,0.04,v2,1,3,v3,2,35536,v2,v1,v3,v4,0.28,786,29.7,v1,64,69.2,0.915,254,0,v1,0,455,3,0.922,879,v2,0.612,600,v4,5178,0.146,v5,v1,v4,v1,2,7293,0,v4,7.5,0,v4,v1,v1,2,v2,0,4.87,0,v3,v1,v1,v3,53223,6432,51.1,1,31.1,v5,2,v1,22413,v4,v2,7.26,2,6517,0.59,6984,0,73,83.6,4,v4,1,v1,6.23,v3,v1,45.3,4.44,3,837,v1,v1,0,v2,v1,0,6146,v3,v2,v2,v2,v2,class1
0,1,v3,v1,0.44,v2,1,3,v3,0,71923,v2,v1,v3,v4,0.14,674,31.6,v1,47,71.6,0.948,201,2,v1,0,322,1,0.915,552,v1,0.608,600,v1,6748,0.176,v3,v4,v4,v2,0,6400,0,v4,7.99,0,v6,v2,v5,2,v4,2,7.36,0,v3,v2,v3,v2,71116,6322,26.7,0,30,v3,0,v1,16080,v3,v4,5.61,0,6041,0.57,6732,0,63,79.5,5,v5,0,v1,5.87,v3,v1,45.4,7.49,1,867,v3,v3,1,v1,v1,1,5331,v3,v1,v6,v1,v2,class1
1,3,v1,v3,0.11,v1,0,2,v4,0,76511,v2,v1,v5,v6,0.18,878,37.1,v2,54,68.4,0.881,226,2,v1,1,425,2,0.94,745,v1,0.6,645,v1,6596,0.141,v1,v2,v3,v2,2,7359,4,v3,8.51,1,v4,v2,v1,1,v2,1,4.83,0,v5,v4,v1,v3,52798,6393,48.5,0,47.2,v2,0,v1,17132,v4,v2,5.57,1,6584,0.39,5485,0,72,83.8,2,v3,1,v4,5.43,v3,v1,43.7,3.32,3,900,v2,v2,1,v2,v2,1,5805,v5,v2,v2,v1,v1,class2
0,2,v6,v3,0.4,v1,0,0,v4,1,72017,v3,v1,v4,v2,0.22,350,33.5,v2,53,74.1,0.914,273,1,v2,0,301,0,0.941,839,v2,0.578,602,v1,5431,0.359,v3,v1,v5,v1,0,5434,0,v4,7.71,3,v4,v2,v3,2,v1,2,7.24,0,v1,v3,v2,v2,64942,5941,46.3,0,51.8,v4,2,v1,22667,v2,v2,6.93,1,7348,0.47,2551,1,83,82.5,5,v3,1,v2,3.63,v2,v1,43.7,4.53,1,475,v3,v3,0,v2,v2,0,5284,v1,v1,v1,v1,v1,class1
1,3,v4,v2,0.27,v1,1,3,v4,0,32171,v2,v2,v3,v4,0.29,617,37.1,v1,60,70.9,0.818,190,1,v1,0,404,3,0.91,768,v1,0.63,595,v4,5169,0.179,v2,v3,v4,v2,1,7392,2,v4,7.55,3,v1,v2,v4,1,v5,3,3.83,0,v4,v4,v2,v1,58932,6283,85.4,0,30,v4,1,v1,18547,v1,v1,7.03,3,6982,0.73,2835,2,69,81.3,5,v3,0,v1,3.94,v3,v2,45.6,7.17,1,384,v1,v3,2,v1,v2,1,6111,v3,v2,v3,v2,v1,class2
1,3,v1,v3,0.04,v1,1,2,v3,2,47109,v1,v2,v5,v4,0.48,397,37.1,v1,38,79,0.827,186,0,v2,1,416,1,0.943,673,v2,0.596,640,v2,6495,0.137,v5,v2,v2,v2,0,5853,0,v3,7.67,1,v2,v3,v2,1,v3,3,5.16,1,v4,v1,v2,v3,54618,6461,42.8,1,45.8,v2,0,v1,18530,v3,v2,6.56,2,5744,0.37,6154,1,71,79,2,v5,0,v4,6.14,v2,v2,51.7,6.92,1,670,v4,v2,2,v1,v1,1,5611,v5,v1,v3,v2,v4,class2
1,0,v4,v4,0.14,v2,0,3,v4,0,89235,v3,v2,v4,v2,0.45,893,36.4,v2,62,71.6,0.949,218,0,v3,1,464,4,0.916,752,v1,0.612,649,v4,5776,0.183,v3,v3,v4,v1,1,6243,4,v5,8.19,0,v1,v3,v6,0,v1,0,3.75,1,v5,v4,v1,v3,49268,6004,49,0,29.7,v3,0,v1,19309,v3,v2,6.62,0,6134,0.62,6425,1,62,79.1,1,v1,0,v3,5.52,v2,v2,44.4,3.39,0,682,v5,v3,0,v2,v2,1,5366,v2,v1,v5,v1,v5,class1
0,4,v5,v4,0.06,v2,1,1,v3,0,37566,v1,v2,v1,v6,0.45,773,25.3,v1,42,73.5,0.83,212,0,v2,1,331,3,0.943,547,v2,0.592,648,v5,4461,0.712,v5,v2,v5,v2,3,6217,4,v5,7.51,3,v2,v3,v3,1,v2,2,5.83,0,v2,v4,v1,v1,58242,5814,13.8,1,45,v1,2,v1,13535,v2,v4,5.92,2,5868,0.33,2971,0,72,80.9,3,v5,1,v3,4.03,v2,v2,57.6,4.3,1,437,v2,v1,1,v2,v2,0,5184,v4,v2,v5,v2,v2,class2
1,2,v2,v4,0.04,v3,1,0,v1,0,31664,v2,v2,v3,v4,0.26,786,31.4,v2,62,77.7,0.924,282,0,v1,1,460,1,0.938,574,v2,0.613,649,v2,4448,0.878,v3,v3,v3,v2,1,6124,2,v3,7.33,0,v6,v3,v1,1,v2,2,3.92,0,v4,v3,v1,v1,46500,5838,45.6,0,31.4,v4,1,v1,19498,v2,v4,6.94,1,7343,0.64,3567,2,74,80,2,v4,1,v1,3.36,v3,v2,50.3,7.25,3,476,v2,v1,1,v2,v2,0,5300,v1,v2,v6,v1,v1,class2
1,0,v1,v1,0.3,v1,1,3,v4,3,71943,v1,v2,v1,v2,0.39,778,27.7,v1,42,69.8,0.907,221,4,v2,0,417,3,0.932,863,v2,0.452,606,v4,5608,0.553,v4,v3,v1,v1,1,5404,3,v1,7.46,3,v4,v3,v1,0,v3,3,6.02,0,v1,v5,v2,v2,50598,6597,50.6,1,45.8,v5,1,v2,19575,v1,v4,6.62,3,5971,0.17,2256,2,90,80.6,3,v2,0,v3,5.41,v3,v1,44.3,5.25,2,438,v1,v2,0,v1,v1,1,5522,v3,v1,v1,v1,v4,class2
0,1,v5,v4,0.06,v2,1,1,v4,1,71917,v3,v2,v5,v1,0.22,287,33.3,v2,41,76.3,0.885,235,2,v2,0,434,2,0.927,811,v2,0.592,605,v3,5415,0.551,v1,v3,v3,v2,2,6234,1,v2,8.34,3,v2,v3,v2,1,v2,2,6.92,0,v1,v5,v3,v2,52430,6451,84.7,0,36.7,v1,2,v2,17306,v4,v1,6.56,3,6671,0.55,2355,2,70,79.1,2,v4,1,v3,4.14,v3,v2,46.3,3.75,2,384,v5,v3,2,v1,v2,0,5538,v4,v1,v4,v2,v2,class2
1,2,v5,v2,0.44,v1,0,1,v2,3,71927,v3,v1,v5,v2,0.26,841,33.8,v2,57,81.2,0.892,227,3,v2,1,346,3,0.938,660,v1,0.637,658,v5,4633,0.732,v2,v3,v3,v2,1,7304,2,v3,7.75,2,v3,v2,v3,0,v4,2,6.94,0,v1,v2,v2,v1,60187,5790,49.3,0,30.5,v1,0,v2,22046,v4,v2,5.57,1,6714,0.57,3848,1,70,83,3,v2,1,v3,5.42,v1,v1,53,7.5,0,444,v4,v1,2,v1,v1,1,5580,v3,v1,v3,v1,v5,class2
0,1,v4,v1,0.42,v2,1,3,v1,3,90753,v1,v2,v2,v4,0.42,314,33.6,v2,60,75.3,0.848,251,2,v4,1,440,0,0.935,700,v2,0.611,599,v5,4319,0.389,v4,v4,v1,v1,2,6296,0,v4,7.73,3,v1,v1,v5,0,v4,1,5.1,1,v3,v1,v2,v2,52573,6798,18.2,0,33.1,v1,1,v1,20197,v4,v4,6.79,1,6791,0.69,2368,0,74,79,2,v3,1,v1,3.46,v2,v2,49,7.43,1,472,v1,v3,0,v2,v1,1,5446,v1,v1,v1,v2,v1,class1
0,0,v5,v4,0.24,v3,0,0,v3,3,31354,v3,v1,v5,v4,0.57,683,31,v1,50,76.3,0.82,216,2,v1,1,459,0,0.935,879,v1,0.605,649,v2,3999,0.794,v3,v4,v5,v1,2,6483,4,v3,7.33,3,v6,v3,v2,2,v2,1,7.28,1,v4,v5,v3,v1,57020,5647,47.9,0,41.6,v4,0,v1,19405,v5,v3,5.58,0,7282,0.38,4897,0,79,81.3,2,v4,0,v2,4.13,v2,v1,44.3,4.41,3,706,v4,v1,2,v1,v2,0,5880,v3,v1,v3,v2,v1,class3
1,4,v4,v3,0.24,v3,0,2,v4,0,39267,v1,v2,v3,v1,0.3,892,37.2,v1,42,72.5,0.924,212,4,v1,0,435,4,0.933,699,v1,0.606,647,v6,4052,0.858,v1,v4,v1,v2,0,6400,4,v1,7.78,0,v3,v1,v4,1,v3,0,4.66,0,v4,v5,v1,v1,45167,6394,52.7,1,60.5,v5,0,v2,20386,v2,v3,5.57,2,6517,0.58,6518,0,64,84.3,4,v4,0,v1,3.75,v2,v2,61.9,4.83,2,661,v1,v3,0,v1,v1,0,6112,v5,v3,v2,v1,v5,class3
0,0,v4,v1,0.04,v1,1,3,v1,1,39938,v1,v1,v1,v1,0.51,857,33.6,v1,28,84.1,0.899,255,3,v4,1,339,1,0.934,879,v2,0.458,603,v5,5770,0.465,v3,v2,v4,v2,0,7298,1,v4,7.29,2,v4,v1,v1,1,v3,3,4.94,1,v1,v4,v3,v3,48564,5802,51.5,1,60.1,v1,2,v1,17157,v4,v1,6.59,2,6551,0.64,2438,0,69,79.1,5,v2,0,v4,6.5,v3,v1,44.5,5.3,0,670,v5,v1,0,v2,v2,1,5537,v4,v2,v1,v1,v1,class2
0,4,v5,v4,0.2,v2,1,0,v2,3,72080,v1,v1,v2,v3,0.49,327,35.6,v2,59,77.2,0.927,186,2,v1,0,294,3,0.909,880,v2,0.633,650,v1,4061,0.176,v2,v4,v5,v2,2,6397,0,v5,7.4,1,v3,v3,v4,0,v3,0,3.66,0,v1,v3,v1,v3,48370,5779,24.9,0,61.2,v4,1,v2,16070,v3,v3,5.58,2,6576,0.47,2300,1,77,79.8,3,v4,1,v2,6.85,v3,v2,59.6,4.07,1,441,v2,v2,1,v1,v2,0,5671,v3,v2,v5,v1,v2,class2
1,4,v3,v2,0.1,v1,1,1,v4,2,32539,v2,v1,v2,v3,0.19,366,28.3,v1,55,66.8,0.923,247,1,v2,1,307,3,0.912,558,v2,0.609,653,v2,6559,0.893,v5,v3,v4,v1,1,6401,2,v5,8.77,0,v1,v2,v5,2,v3,2,6.94,0,v5,v2,v3,v2,56154,6035,25.2,1,32.3,v3,0,v2,20218,v1,v2,6.93,2,7318,0.15,7685,1,68,79.7,2,v5,0,v3,6.53,v2,v1,57.5,7.39,0,886,v1,v2,2,v1,v1,1,5962,v1,v3,v4,v2,v3,class1
0,3,v5,v1,0.4,v1,0,1,v4,3,59632,v2,v1,v4,v5,0.23,716,30,v1,54,66,0.86,255,4,v2,1,467,3,0.941,736,v1,0.595,613,v5,5304,0.273,v2,v4,v3,v1,3,6303,3,v5,8.42,2,v3,v1,v4,0,v5,2,5.35,0,v2,v1,v1,v1,52682,5936,86.7,1,60.2,v1,0,v1,20030,v3,v4,6.81,0,7341,0.25,2813,2,76,80.6,5,v5,0,v3,3.64,v3,v1,45.4,3.83,3,493,v6,v1,2,v2,v2,1,5967,v4,v2,v2,v2,v3,class2
1,2,v6,v2,0.19,v2,1,1,v4,2,80935,v1,v1,v5,v6,0.47,275,33.5,v1,56,84.8,0.958,280,2,v1,1,293,2,0.932,702,v2,0.467,646,v4,5492,0.505,v3,v3,v5,v2,1,6239,4,v3,8.53,2,v1,v2,v6,2,v1,3,6.87,1,v3,v3,v3,v1,48697,6287,43.1,1,30.6,v4,2,v2,17050,v2,v3,6.67,1,5746,0.44,2960,0,72,79.1,2,v3,0,v3,6.38,v3,v1,58,7.4,2,660,v2,v1,0,v1,v1,1,5500,v4,v3,v3,v1,v2,class1
0,3,v3,v3,0.21,v3,1,2,v3,0,93432,v1,v1,v4,v4,0.33,861,33.8,v2,27,67.1,0.846,192,4,v2,0,346,0,0.918,831,v1,0.616,600,v3,6424,0.642,v2,v3,v1,v2,2,7293,0,v1,7.3,0,v1,v2,v3,0,v4,3,5.61,0,v3,v3,v2,v2,44318,6588,51.2,0,29.9,v3,2,v2,13690,v4,v4,5.58,2,6581,0.15,6107,2,62,79.7,4,v5,1,v4,6.6,v3,v2,45.7,6.68,2,710,v2,v2,2,v1,v2,0,5810,v3,v2,v5,v1,v4,class1
0,0,v6,v2,0.33,v2,1,2,v2,0,31029,v3,v1,v2,v3,0.12,723,34.4,v1,44,70.7,0.925,212,4,v3,0,466,3,0.932,878,v1,0.636,654,v2,5139,0.644,v4,v1,v4,v2,0,6345,1,v5,7.3,0,v4,v1,v2,1,v1,1,3.68,0,v1,v3,v1,v3,58995,6378,46.2,1,29.6,v5,2,v1,18130,v1,v4,6.61,1,6554,0.43,4773,0,92,81.5,5,v4,0,v4,5.54,v1,v1,44.1,6.41,2,655,v1,v1,2,v1,v2,1,5574,v5,v1,v1,v1,v2,class2
0,3,v6,v4,0.19,v1,1,1,v1,0,72198,v3,v1,v2,v1,0.41,459,29.6,v1,51,76.3,0.848,187,0,v1,1,421,2,0.93,878,v2,0.679,637,v2,5904,0.709,v2,v1,v1,v1,3,7399,2,v3,7.79,3,v6,v2,v2,0,v5,2,6.95,1,v1,v1,v3,v1,69257,6438,20,1,36.3,v4,0,v2,22820,v1,v2,6.76,0,6856,0.24,2792,1,90,79.2,4,v1,0,v2,6.31,v2,v2,46.4,7.63,3,493,v5,v3,0,v2,v1,1,5885,v1,v3,v3,v1,v3,class1
1,1,v2,v3,0.29,v1,1,3,v3,3,71939,v1,v2,v4,v6,0.12,865,37.1,v2,54,72.7,0.84,272,0,v2,1,450,2,0.938,594,v1,0.625,606,v2,3986,0.831,v2,v4,v3,v1,3,6261,3,v3,7.39,3,v1,v1,v2,2,v4,2,6.77,0,v3,v3,v3,v2,59916,6052,73.8,0,60.6,v1,1,v1,16006,v1,v1,5.58,1,6556,0.15,2460,0,86,83.7,2,v1,1,v1,4.88,v1,v2,43.6,7.37,2,670,v1,v1,1,v2,v2,1,5760,v1,v3,v4,v1,v5,class1
1,1,v6,v1,0.17,v1,1,1,v2,1,92643,v3,v2,v3,v3,0.44,804,37.2,v1,55,67.2,0.906,199,2,v2,1,440,4,0.937,682,v2,0.616,616,v2,3994,0.527,v4,v1,v3,v2,3,6596,0,v2,7.8,1,v6,v2,v1,2,v5,2,4.23,0,v4,v3,v1,v2,46458,6287,47.3,0,34.2,v1,1,v1,21283,v4,v4,6.56,2,7325,0.58,7436,1,80,82.6,3,v1,0,v3,3.43,v1,v2,47.1,6.58,0,438,v6,v1,2,v2,v2,0,6115,v2,v1,v2,v2,v3,class2
1,1,v5,v1,0.32,v3,0,1,v3,2,41029,v3,v2,v4,v4,0.43,768,24.7,v2,33,68.5,0.898,248,3,v3,0,422,4,0.943,877,v2,0.63,647,v2,5098,0.268,v4,v2,v4,v2,0,7283,3,v4,7.6,1,v3,v3,v4,0,v5,0,4.67,1,v4,v1,v3,v3,55332,6307,14.3,1,29.5,v2,0,v1,16956,v3,v1,7.06,0,7056,0.43,7832,0,86,79.7,1,v2,0,v1,6.31,v3,v1,56,7.88,1,444,v4,v3,2,v1,v1,1,5543,v5,v3,v5,v2,v1,class1
1,1,v5,v1,0.05,v2,1,1,v1,3,30616,v2,v2,v2,v6,0.43,841,34.4,v1,29,76.7,0.932,186,2,v3,1,430,0,0.929,713,v1,0.613,653,v1,5301,0.197,v3,v2,v4,v2,0,6153,1,v5,7.33,2,v2,v1,v2,1,v2,1,6.39,1,v2,v2,v1,v2,51394,5864,84.4,1,50.9,v3,0,v2,23108,v2,v3,6.9,2,6136,0.15,2509,1,68,84.4,1,v3,0,v2,4.38,v2,v2,45.2,4.22,1,375,v4,v2,2,v2,v1,1,5353,v2,v2,v5,v2,v2,class1
0,4,v6,v3,0.04,v2,1,1,v1,0,37307,v3,v1,v3,v4,0.12,447,33.6,v2,50,68.3,0.959,266,4,v3,0,460,2,0.929,760,v2,0.618,653,v5,5249,0.496,v2,v1,v3,v2,1,7335,2,v4,7.78,2,v4,v3,v6,0,v2,2,4.91,1,v2,v5,v1,v2,59558,6592,50,0,43.9,v3,0,v2,16080,v4,v4,6.62,2,7165,0.15,2915,1,81,79.1,1,v1,0,v4,5.66,v2,v2,50.7,7.32,0,458,v1,v2,2,v1,v1,1,6082,v5,v1,v3,v2,v5,class2
0,4,v1,v2,0.09,v1,1,2,v4,2,72228,v2,v2,v1,v4,0.52,874,37.1,v2,55,67,0.893,268,2,v4,1,428,1,0.91,822,v1,0.468,605,v6,6517,0.168,v3,v4,v5,v2,2,6155,2,v1,7.46,3,v4,v2,v5,0,v5,2,4.97,0,v1,v4,v1,v2,54595,5929,50.2,0,61.2,v3,2,v1,18510,v2,v4,7.02,2,6885,0.22,6339,0,91,81.5,5,v4,1,v4,6.48,v1,v2,46,4.26,0,768,v2,v3,0,v1,v1,0,5424,v5,v3,v6,v1,v1,class2
0,3,v2,v3,0.44,v3,0,2,v3,0,71934,v1,v2,v1,v3,0.56,434,33.3,v1,57,66.8,0.928,245,1,v2,0,329,3,0.941,740,v2,0.461,647,v4,4040,0.177,v1,v3,v3,v2,3,6402,1,v4,7.43,0,v2,v2,v6,1,v3,2,3.71,1,v3,v3,v3,v3,53364,5677,18,1,29.6,v3,0,v2,16078,v4,v4,5.58,0,6905,0.22,4664,0,82,81.6,1,v1,0,v4,3.62,v3,v2,51,3.8,2,691,v4,v3,1,v1,v2,0,5593,v1,v3,v1,v1,v1,class2
1,2,v6,v2,0.23,v2,0,3,v1,2,72239,v3,v1,v3,v3,0.54,869,34.2,v2,65,68.3,0.951,190,3,v3,0,462,4,0.929,557,v1,0.677,615,v2,6345,0.577,v3,v2,v5,v1,2,6146,2,v1,8.78,3,v2,v2,v4,0,v1,3,4.13,1,v5,v2,v3,v2,56416,6297,38.2,1,56.5,v4,0,v1,20164,v4,v3,6.78,3,6769,0.56,2737,1,74,79.3,3,v2,1,v1,3.47,v1,v1,50.9,7.66,0,486,v3,v3,0,v1,v2,0,5582,v3,v2,v2,v2,v4,class1
0,1,v2,v4,0.28,v2,1,3,v4,1,35388,v1,v1,v1,v6,0.46,266,37.1,v2,39,71.8,0.908,240,3,v2,1,310,4,0.93,704,v1,0.582,618,v2,6483,0.262,v2,v1,v2,v2,3,7311,3,v1,7.88,0,v3,v3,v4,1,v3,0,4.53,0,v2,v5,v1,v3,65884,6674,23.9,0,33.4,v4,2,v1,13787,v5,v4,5.57,0,6900,0.15,3794,1,77,79.7,2,v5,0,v3,6.91,v2,v1,44.6,7.23,3,448,v5,v3,0,v2,v2,0,6041,v5,v1,v4,v2,v4,class2
