@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {1,2,3,4}

@data
0.805,0.736,1.284,1.295,1.367,1.378,5,1.414,5,5,2.736,2.436,1.557,1.555,5,0.754,0.742,0.751,0.848,0.796,0.691,0.677,0.662,0.67,1
0.81,5,1.296,1.308,1.373,1.419,5,1.425,5,2.825,2.723,2.421,1.543,1.54,0.932,0.749,0.736,0.745,0.77,0.79,0.707,0.69,0.675,0.683,1
0.828,5,1.306,1.317,1.379,1.389,5,1.427,5,5,2.709,2.406,1.528,1.525,5,0.743,0.73,0.739,0.835,0.78,0.723,0.705,0.689,0.701,1
0.848,5,1.32,1.332,1.385,1.407,5,4.09,5,5,2.693,2.39,1.512,1.508,5,0.737,0.725,0.733,0.833,1.11,0.738,0.72,0.705,0.716,1
0.862,5,1.335,1.347,1.391,1.42,5,4.083,5,5,2.677,2.372,1.498,1.494,5,0.731,0.718,0.727,0.845,1.045,0.755,0.737,0.722,0.734,1
0.771,5,1.35,1.362,1.397,1.429,5,4.073,5,5,2.66,2.354,1.483,1.473,5,0.725,0.712,0.721,0.752,1.128,0.776,0.754,0.739,0.775,1
0.786,1.47,1.366,1.378,1.403,1.445,5,4.066,5,5,2.645,2.338,1.462,1.454,5,0.718,0.706,0.715,0.851,1.134,0.794,0.772,0.757,0.797,1
0.801,5,1.383,1.395,1.409,2.277,5,4.059,5,5,2.627,2.318,1.831,1.438,5,0.711,0.699,0.707,0.862,0.754,0.813,0.791,0.776,0.792,1
0.823,5,1.399,1.411,1.415,2.274,5,4.051,5,5,2.608,2.298,1.811,1.419,5,0.708,0.692,0.7,0.869,0.747,0.829,0.814,0.795,0.804,1
0.842,1.485,1.417,1.432,1.425,2.279,5,4.044,5,5,2.589,2.278,1.791,1.399,5,0.702,0.685,0.694,0.719,0.895,0.855,0.83,0.814,0.827,1
0.859,5,1.434,1.443,1.432,2.29,5,4.036,5,5,2.57,2.257,1.77,1.379,5,0.691,0.678,0.69,0.777,0.733,0.875,0.853,0.834,0.851,1
1.022,5,1.452,1.467,1.438,2.276,5,4.029,5,5,2.551,2.236,1.715,1.358,5,0.687,0.671,0.683,0.711,0.881,0.891,0.873,0.854,0.864,1
1.039,5,1.469,1.479,1.445,3.121,5,4.021,5,5,2.534,2.208,1.697,1.338,5,0.677,0.665,0.673,0.708,0.716,0.918,0.89,0.874,0.885,1
1.116,5,1.488,1.497,1.453,3.117,5,4.013,5,5,2.514,2.186,1.676,1.317,5,0.67,0.658,0.666,0.78,0.713,0.932,0.913,0.895,0.943,1
1.086,5,1.506,1.521,1.464,5,5,4.009,5,5,2.494,2.161,1.651,1.297,0.891,0.663,0.651,0.663,0.778,0.892,0.952,0.935,0.915,0.948,2
1.804,5,1.524,1.537,1.472,4.523,5,4.001,5,5,2.478,2.136,1.633,1.276,5,0.656,0.643,0.652,0.674,0.899,0.973,0.955,0.936,0.951,1
1.009,5,1.542,1.555,1.526,3.096,5,3.991,5,5,2.468,2.115,1.619,1.255,5,0.648,0.636,0.645,1.815,0.91,0.993,0.975,0.956,0.975,1
1.583,1.568,1.56,1.573,1.538,4.505,5,3.987,5,5,5,2.091,1.592,1.233,4.724,0.641,0.628,0.638,0.657,0.685,1.013,0.995,0.976,0.988,1
1.604,1.585,1.578,1.591,1.547,4.498,5,3.977,5,5,1.937,2.073,1.575,1.212,5,0.633,0.621,0.627,0.65,0.921,1.035,1.014,0.996,1.031,1
1.267,1.603,1.595,1.612,1.555,4.489,5,3.974,5,5,1.918,2.053,1.554,1.193,5,0.626,0.614,0.623,5,0.926,1.28,1.034,1.015,1.055,1
1.272,1.617,1.612,1.629,1.561,5,5,3.968,5,5,1.938,2.034,1.541,1.174,5,0.619,0.607,0.613,0.732,0.659,1.289,1.055,1.034,1.051,1
1.268,1.633,1.629,1.649,1.573,4.472,5,3.962,5,5,1.875,1.82,1.519,1.156,5,0.612,0.6,0.607,0.629,0.652,1.304,1.071,1.052,1.073,1
1.276,1.649,1.645,1.661,1.584,4.458,5,3.959,5,5,1.857,1.992,1.497,1.138,5,0.605,0.594,0.6,5,0.649,1.109,1.092,1.07,1.142,1
1.297,1.664,1.66,1.677,3.117,4.45,5,3.954,5,5,1.84,1.975,1.48,1.121,5,0.599,0.588,0.594,0.62,0.962,1.123,1.105,1.087,1.105,1
1.318,1.676,1.675,1.688,3.114,4.443,5,5,5,5,1.824,1.957,1.463,1.105,5,0.593,0.581,0.588,0.726,0.634,1.146,1.122,1.103,1.136,1
1.701,1.69,1.689,1.703,1.61,4.44,5,5,5,5,1.808,1.938,1.446,1.089,5,0.587,0.576,0.582,0.611,0.632,1.156,1.138,1.119,1.141,1
1.415,1.704,1.704,1.72,2.367,4.43,5,5,5,5,1.792,1.815,1.43,1.074,5,0.582,0.567,0.576,0.694,0.623,1.165,1.153,1.135,1.217,1
1.203,1.721,1.717,1.734,3.133,5,5,5,5,5,1.774,1.799,1.411,1.058,5,0.576,0.561,0.57,0.603,0.617,1.186,1.172,1.15,1.168,1
1.448,1.735,1.732,1.758,2.369,4.422,5,5,5,5,1.758,1.782,1.401,1.043,5,0.571,0.555,0.564,0.6,0.614,1.209,1.388,1.166,1.184,1
1.28,1.747,1.747,1.768,3.141,4.415,5,3.951,5,5,1.742,1.858,1.38,1.026,5,0.566,0.549,0.562,0.661,0.605,1.285,1.208,1.183,1.201,1
1.279,1.763,1.763,1.78,3.158,4.404,5,3.997,5,5,1.725,1.746,1.024,1.009,5,0.556,0.543,0.555,0.581,0.602,1.035,1.411,1.2,1.222,1
1.413,1.271,1.78,5,2.4,4.393,4.596,3.937,5,5,1.707,1.767,1.004,0.989,4.599,0.551,0.537,0.549,0.572,0.595,1.035,1.24,1.218,1.25,1
1.412,1.797,1.797,1.672,2.399,4.389,4.594,3.984,5,5,1.689,1.718,0.987,0.97,0.733,0.544,0.531,0.539,0.635,0.588,1.045,1.261,1.236,1.275,2
1.425,1.813,1.813,1.678,3.166,4.381,4.579,3.921,5,5,1.671,1.593,0.968,0.952,0.711,0.538,0.525,0.54,0.634,0.584,1.051,1.273,1.255,1.273,2
1.457,1.83,1.83,1.686,3.176,5,4.57,3.917,5,5,1.654,1.574,0.95,0.934,0.679,0.532,0.519,0.53,0.656,0.577,1.061,1.287,1.272,1.287,2
1.476,1.847,1.847,1.696,3.199,4.363,4.558,3.966,5,1.69,1.636,1.555,0.942,0.916,0.658,0.525,0.513,0.521,0.615,0.571,1.072,1.306,1.291,1.309,2
1.495,1.863,1.863,1.707,3.185,4.359,4.553,5,5,1.67,1.619,1.657,0.922,0.899,0.65,0.519,0.506,0.515,0.533,5,1.079,1.323,1.309,1.327,2
1.42,1.878,1.879,5,3.191,4.358,3.965,3.894,5,1.651,1.602,1.644,0.9,0.882,0.644,0.513,0.501,0.509,0.607,5,1.092,1.344,1.325,1.358,2
1.538,1.892,1.892,5,3.194,4.345,3.962,3.89,5,1.636,1.588,1.627,0.886,0.868,0.639,0.508,0.495,0.504,0.525,0.544,1.092,1.356,1.34,1.373,2
1.403,1.903,1.899,5,3.201,4.342,3.962,3.893,5,1.63,1.579,1.622,1.567,0.86,0.884,0.508,0.491,0.504,0.573,0.537,1.095,1.37,1.348,1.353,2
1.373,1.91,1.9,1.918,3.203,5,3.963,3.964,5,5,1.582,1.626,1.564,0.859,5,0.511,0.49,0.496,0.571,0.534,1.09,1.513,1.351,1.352,2
1.364,5,1.898,1.913,2.43,4.344,5,3.968,5,5,1.585,1.649,1.508,0.861,5,0.515,0.491,0.491,0.513,0.532,1.085,1.366,1.349,1.35,2
1.362,5,1.897,1.909,3.208,4.345,5,3.969,5,5,1.586,1.65,1.503,0.865,5,0.516,0.49,0.491,0.509,0.535,1.084,1.365,1.345,1.348,2
1.365,5,1.897,1.911,3.208,3.222,5,3.903,5,5,1.587,1.643,1.62,0.865,5,0.519,0.491,0.491,0.508,0.531,1.06,1.375,1.345,1.348,2
1.36,1.42,1.897,1.908,2.425,3.209,4.544,5,5,5,1.587,1.636,1.724,0.865,5,0.529,0.49,0.49,0.508,0.533,1.059,1.379,1.345,1.348,2
1.361,5,1.897,1.908,3.206,3.206,5,4.545,5,5,1.59,1.633,1.595,0.865,5,0.543,0.49,0.49,0.504,0.576,1.059,1.37,1.345,1.347,2
1.36,5,1.897,1.909,3.207,3.207,5,4.542,5,5,1.59,1.646,1.588,0.865,5,0.547,0.489,0.489,0.502,0.687,1.059,1.373,1.345,1.347,2
1.356,1.641,1.898,1.909,3.214,3.207,5,4.538,5,5,1.591,1.634,1.505,0.865,5,0.56,0.493,0.488,0.501,0.574,1.056,1.508,1.348,1.347,2
1.355,1.383,1.416,1.909,3.213,3.205,5,3.888,5,5,1.623,1.624,1.501,0.868,0.881,0.576,0.491,0.487,0.5,0.675,0.574,1.507,1.348,1.344,2
1.355,1.386,1.411,1.909,3.241,3.205,5,3.889,5,5,1.624,1.624,1.497,0.867,0.873,0.572,0.491,0.486,0.498,0.537,1.058,1.377,1.348,1.343,2
1.355,1.382,1.414,1.909,3.232,3.206,5,3.886,5,5,1.623,1.624,1.497,0.87,0.87,0.575,0.493,0.485,0.497,0.533,1.054,1.378,1.349,1.343,2
1.354,1.378,1.413,1.91,3.242,3.206,5,3.89,5,5,1.624,1.624,1.497,0.873,0.869,0.584,0.492,0.485,0.497,0.535,1.057,1.112,1.348,1.343,2
1.354,1.377,1.411,1.909,3.236,3.206,5,3.89,5,5,1.624,1.621,1.494,1.585,0.74,0.588,0.489,0.484,0.493,0.531,1.06,1.109,1.348,1.343,2
1.353,1.376,1.9,1.913,3.234,3.207,5,3.888,5,5,1.624,1.621,1.494,1.586,0.74,0.587,0.489,0.483,0.491,0.624,1.06,1.101,1.348,1.342,2
1.351,1.374,1.418,1.945,3.255,3.208,5,3.889,5,5,1.628,1.621,1.493,1.207,0.861,0.514,0.488,0.482,0.489,0.609,0.879,1.107,1.348,1.341,2
1.348,1.376,1.902,5,5,3.209,5,3.891,5,5,1.635,1.62,1.493,1.207,0.859,0.514,0.487,0.48,0.487,0.518,0.878,1.101,1.349,1.341,2
1.35,1.381,1.904,5,1.811,3.208,5,3.945,5,5,5,1.589,1.493,1.205,0.857,0.596,0.485,0.478,0.485,0.508,0.88,1.093,1.349,1.341,2
1.353,1.557,1.906,1.911,1.794,3.21,3.223,4.529,5,5,5,1.589,1.505,1.205,0.853,0.53,0.484,0.477,0.486,0.504,0.53,1.089,1.356,1.341,2
1.377,1.549,1.908,1.908,3.226,2.277,3.22,4.532,5,5,1.636,1.586,1.594,1.646,0.85,0.607,0.487,0.475,0.486,0.555,0.52,1.084,1.356,1.342,2
1.346,1.431,1.912,1.908,5,3.218,3.223,3.914,5,5,1.635,1.587,1.639,1.642,0.852,0.633,0.487,0.474,0.476,0.525,0.518,1.082,1.361,1.341,2
1.341,1.417,1.933,1.908,1.924,3.221,3.221,3.245,5,5,1.64,1.588,1.635,1.735,0.852,0.736,0.499,0.472,0.472,0.52,0.513,1.046,1.359,1.348,2
1.34,1.359,1.928,1.417,1.923,1.984,3.223,4.574,5,5,5,1.592,1.632,1.722,0.851,0.718,0.512,0.471,0.47,0.486,0.505,1.044,1.357,1.345,2
1.339,1.354,5,1.413,1.921,3.229,3.224,3.985,5,5,5,1.597,1.63,1.582,0.854,5,0.541,0.473,0.467,0.479,0.659,1.089,1.358,1.345,2
1.338,1.349,1.379,1.413,1.921,1.949,3.225,3.239,5,5,5,1.599,1.627,1.575,0.857,0.857,0.547,0.47,0.465,0.476,0.661,1.094,1.088,1.366,2
1.338,1.348,1.629,1.913,1.927,1.826,3.226,3.24,5,5,5,1.606,1.606,1.577,0.873,0.793,0.572,0.468,0.462,0.469,0.587,5,1.085,1.36,2
1.338,1.357,1.583,1.915,1.928,1.768,3.228,5,3.915,5,5,1.634,1.608,1.491,1.58,0.791,0.577,0.467,0.46,0.47,0.572,5,1.08,1.348,4
1.338,1.353,1.567,1.917,5,1.763,3.231,5,4.006,3.924,5,1.634,1.594,1.579,1.202,0.845,0.582,0.466,0.458,0.467,0.486,0.513,1.073,1.35,4
1.342,1.354,1.571,1.919,1.924,1.829,3.233,4.36,4.001,5,5,1.634,1.591,1.582,1.201,0.841,0.584,0.466,0.456,0.466,0.485,0.505,1.04,1.354,4
1.338,1.345,1.545,1.922,1.926,5,2.144,3.256,3.92,3.924,5,1.634,1.591,1.581,1.2,0.842,0.616,0.465,0.455,0.46,0.541,0.5,1.033,1.356,4
1.339,1.346,1.545,1.927,1.924,1.836,2.126,4.35,3.92,3.92,5,1.634,1.59,1.629,1.198,0.838,0.585,0.464,0.454,0.459,0.497,0.499,1.033,1.362,4
1.339,1.347,1.546,1.927,1.924,1.949,3.238,4.349,3.92,3.92,5,1.633,1.592,1.628,1.198,0.837,0.588,0.465,0.455,0.459,0.497,0.502,1.034,1.362,4
1.34,1.347,1.55,1.924,1.924,1.835,2.091,4.349,3.922,3.92,5,1.633,1.589,1.628,1.198,0.84,0.585,0.465,0.455,0.46,0.498,0.5,1.035,1.358,4
1.341,1.348,1.558,1.927,1.924,1.835,2.102,4.345,3.921,3.918,5,1.631,1.587,1.627,1.197,0.837,0.615,0.465,0.456,0.461,0.546,0.501,1.039,1.359,4
1.344,1.351,1.571,1.929,1.926,5,2.102,4.346,3.919,3.916,5,1.628,1.584,1.624,1.198,0.835,0.614,0.466,0.456,0.461,0.476,0.504,1.042,1.366,4
1.349,1.359,1.555,1.931,1.928,5,2.028,4.341,3.916,3.913,5,1.623,1.58,1.619,1.191,0.829,0.616,0.467,0.457,0.462,0.476,0.505,1.043,1.37,4
1.355,1.362,1.577,1.935,1.934,5,1.898,3.251,3.912,3.909,5,1.618,1.574,1.613,1.186,0.828,0.617,0.468,0.458,0.462,0.487,0.505,0.553,1.504,4
1.361,1.368,1.565,1.939,1.938,1.837,1.82,3.247,3.907,3.904,5,1.611,1.567,1.606,2.81,0.826,0.643,0.469,0.459,0.46,0.478,0.506,0.554,1.381,4
1.369,1.376,1.414,1.943,1.939,1.838,1.783,3.242,3.902,3.898,5,1.603,1.558,1.601,1.208,0.821,0.504,0.474,0.461,0.462,0.492,1.457,1.006,1.385,4
1.378,1.384,1.408,1.951,1.943,1.839,3.232,3.237,3.894,3.89,5,1.595,1.553,1.59,2.793,0.816,0.505,0.476,0.462,0.463,0.49,5,1.013,1.4,4
1.387,1.393,1.417,2.548,1.948,1.84,3.231,3.236,3.894,3.884,5,1.586,1.544,1.584,1.191,0.811,0.508,0.478,0.464,0.464,0.491,5,1.021,1.416,4
1.396,1.402,1.419,5,1.952,3.247,1.805,3.231,4.516,3.881,5,1.578,1.535,1.571,1.671,0.809,0.51,0.48,0.469,0.465,0.489,5,0.916,1.416,4
1.406,1.411,1.428,1.462,1.957,3.25,1.802,3.229,4.505,3.871,5,1.571,1.528,1.564,1.584,0.803,0.512,0.485,0.471,0.466,0.493,5,0.921,1.436,4
1.415,1.417,1.433,2.559,1.965,1.983,1.785,3.228,4.501,5,5,1.565,1.519,1.554,1.646,0.801,0.515,0.488,0.473,0.468,0.481,0.669,0.929,1.475,4
1.425,1.427,1.442,1.473,1.967,1.844,1.782,3.223,4.507,3.942,5,1.559,1.512,1.542,1.56,1.514,0.521,0.536,0.493,0.47,0.482,0.677,0.938,1.18,4
1.435,1.436,1.451,1.483,1.972,5,1.775,3.22,4.503,4.502,5,5,1.506,1.532,1.416,1.128,0.524,0.55,0.501,0.471,0.484,0.646,0.946,1.173,4
1.447,1.445,1.46,1.491,1.977,1.993,1.521,3.218,5,4.492,5,5,1.522,1.523,1.571,5,0.527,0.509,0.484,0.473,0.486,1.527,0.954,1.182,4
1.454,1.454,1.469,1.499,1.525,1.993,1.482,3.216,4.495,4.481,5,5,1.513,1.513,1.475,5,0.53,0.511,0.483,0.476,0.488,0.68,0.963,1.191,4
1.467,1.463,1.477,1.501,1.53,1.997,1.765,3.213,4.478,3.854,5,5,1.504,1.504,1.487,1.102,0.533,0.505,0.486,0.478,0.49,5,0.971,1.196,4
1.479,1.472,1.487,1.507,1.539,2.002,1.485,3.211,4.477,3.826,5,5,1.494,1.491,1.473,0.776,0.747,0.507,0.489,0.48,0.492,0.666,1,1.205,4
1.486,1.482,1.493,1.52,1.551,1.484,1.468,3.208,4.483,3.816,5,5,1.485,1.481,1.472,0.772,0.756,0.507,0.492,0.483,0.495,0.676,1.006,1.218,4
1.496,1.491,1.502,1.525,1.557,2.01,1.461,3.206,5,3.809,5,2.147,1.475,1.472,1.459,0.772,0.747,0.51,0.494,0.486,0.497,5,1.012,1.227,4
1.506,1.5,1.515,1.534,1.559,5,1.451,3.203,5,3.802,5,2.137,1.465,1.462,1.485,1.071,0.736,0.513,0.497,0.489,0.5,5,1.021,1.236,4
1.516,1.51,1.521,1.543,1.569,5,1.441,3.2,5,3.794,5,2.127,1.459,1.452,1.34,0.764,0.746,0.517,0.501,0.491,0.5,5,1.27,1.243,4
1.526,1.52,1.531,1.553,1.578,5,1.44,3.201,5,3.787,5,2.117,1.449,1.441,1.335,0.764,0.739,0.52,0.503,0.494,0.502,5,1.705,1.252,4
1.541,1.53,1.54,1.558,1.593,5,1.428,3.198,4.465,3.779,5,2.107,1.439,1.431,1.421,1.043,0.729,0.527,0.506,0.497,0.505,1.617,0.828,1.259,1
1.551,1.539,1.549,1.571,1.602,1.551,1.426,3.195,5,3.772,5,2.097,1.432,1.421,1.437,1.037,0.725,0.53,0.51,0.5,0.508,5,0.84,1.269,1
1.558,1.549,1.559,1.581,2.026,1.506,3.251,3.189,5,3.761,5,2.087,1.425,1.414,1.423,1.031,0.728,0.537,0.51,0.504,0.511,5,0.849,1.279,1
1.565,1.559,1.568,1.594,1.618,1.54,1.429,3.186,4.809,3.756,5,2.076,1.416,1.404,1.414,1.025,0.725,0.568,0.514,0.507,0.514,5,1.61,1.289,1
1.575,1.569,1.578,2.047,1.627,1.425,1.421,3.182,5,3.744,5,2.065,1.411,1.393,1.406,1.019,0.725,0.545,0.521,0.511,0.519,5,1.62,1.297,1
1.33,1.581,1.59,1.609,1.637,1.42,1.423,3.178,5,3.735,5,2.053,5,1.381,1.394,1.015,0.721,0.631,0.522,0.515,0.522,0.673,1.629,1.312,1
1.343,1.593,1.603,1.632,1.652,1.472,3.247,3.171,5,3.724,5,2.042,5,1.368,1.38,1.007,0.721,0.567,0.527,0.52,0.527,0.636,1.646,1.326,1
1.357,1.608,1.617,1.645,2.049,1.579,3.245,3.166,3.189,3.712,5,2.024,5,1.353,1.365,0.999,1.409,0.563,0.536,0.526,0.533,0.709,0.903,1.34,1
1.373,1.623,1.632,1.66,1.677,1.581,3.252,3.16,3.184,3.7,5,2.005,5,1.309,1.349,0.994,0.991,0.566,0.542,0.531,0.538,0.654,1.676,1.291,1
1.39,1.638,1.648,1.673,2.061,1.415,3.25,3.157,4.41,3.687,5,1.991,5,1.293,1.333,0.992,0.989,0.569,0.548,0.538,0.544,0.664,0.934,1.373,1
1.405,1.655,1.664,1.695,1.712,1.608,3.25,3.151,3.177,3.673,5,1.97,5,1.273,1.319,0.986,0.715,0.576,0.555,0.545,0.554,0.678,0.935,1.391,1
1.422,1.672,1.684,1.709,1.507,1.81,3.238,3.144,5,3.659,5,1.949,5,1.287,1.299,1.319,0.716,0.583,0.562,0.551,0.558,0.693,0.955,1.409,1
1.441,1.689,1.698,1.729,1.503,1.615,3.238,3.134,3.157,3.644,5,1.929,5,1.269,1.284,0.994,0.951,0.59,0.566,0.559,0.568,0.718,0.976,1.428,1
1.46,1.706,1.716,1.747,1.625,1.802,3.229,3.127,3.151,3.629,5,1.917,5,1.22,1.275,0.99,0.712,0.598,0.574,0.566,0.573,0.734,1.007,1.444,1
1.479,1.724,1.733,1.755,1.622,1.81,3.223,3.123,3.14,3.615,5,1.898,5,1.202,1.261,1.269,0.934,0.605,0.585,0.574,0.58,0.743,1.025,1.463,1
1.498,1.742,1.751,1.779,1.577,1.849,3.22,3.116,3.133,3.603,5,1.875,5,1.183,1.239,1.247,0.922,0.613,0.589,0.581,0.588,0.802,5,1.482,1
1.518,1.76,1.77,1.8,1.526,1.81,3.145,3.106,3.136,3.587,5,1.852,5,1.165,1.342,0.942,0.917,0.621,0.6,0.589,0.596,0.73,1.819,1.502,1
1.538,1.778,1.791,5,1.56,1.846,3.215,3.099,4.349,3.572,5,1.833,5,1.143,1.331,0.921,0.908,0.628,0.607,0.597,0.604,0.745,1.84,1.525,1
1.554,1.797,1.806,1.838,1.527,1.858,3.212,3.092,4.345,3.557,5,1.816,5,1.128,1.316,1.2,0.9,0.635,0.614,0.604,0.61,5,1.856,1.544,1
1.574,1.815,1.828,5,1.535,1.861,3.21,3.085,4.341,3.542,5,1.793,5,1.106,1.299,1.27,0.892,0.642,0.622,0.612,0.618,5,0.951,1.561,1
1.594,1.834,1.844,5,1.544,1.9,3.208,3.078,4.327,3.527,5,1.776,5,1.09,1.284,1.284,0.884,0.65,0.629,0.619,0.625,5,0.976,1.417,1
1.614,1.853,1.866,1.898,1.557,1.899,3.213,3.071,4.598,3.512,5,1.752,5,1.068,1.273,1.27,0.88,0.658,0.637,0.627,0.633,5,0.997,1.602,1
1.635,1.872,1.885,5,1.766,1.88,3.208,3.063,4.575,3.496,5,1.732,5,1.049,1.256,1.25,0.873,0.668,0.645,0.635,0.641,5,1.659,1.622,1
1.654,1.891,1.903,5,1.786,1.881,3.207,3.056,4.572,3.481,5,1.712,5,1.03,1.245,1.239,0.865,0.672,0.652,0.642,0.648,5,5,1.642,1
1.678,1.909,1.922,2.322,5,1.884,3.206,3.049,5,3.466,5,1.692,5,1.012,1.232,1.228,0.856,0.68,0.66,0.65,0.656,5,1.963,1.567,1
1.697,1.927,1.941,2.338,1.611,1.888,3.217,3.042,5,3.452,5,1.672,5,0.994,1.219,1.209,0.85,0.691,0.667,0.657,0.664,5,5,1.575,1
1.714,1.946,1.959,1.834,5,2.005,4.075,3.035,5,3.44,5,1.649,5,0.975,1.206,1.202,0.844,0.695,0.672,0.664,0.671,5,2.013,1.602,1
1.736,1.965,1.978,1.842,1.655,2.056,3.199,3.028,5,3.423,5,1.629,5,0.957,1.195,1.185,0.842,0.702,0.675,0.672,0.681,5,5,1.545,1
1.756,1.983,1.994,1.855,5,2.099,3.198,3.021,3.038,3.411,4.077,1.609,5,0.942,1.182,1.175,0.834,0.71,0.681,0.679,0.686,5,5,1.645,1
1.783,2.002,2.015,1.864,5,3.217,3.197,3.014,3.031,3.402,5,1.589,5,5,1.173,1.159,0.835,0.718,0.686,0.687,0.697,5,5,1.585,1
2.03,2.021,2.031,1.87,5,3.22,3.197,3.007,3.027,3.384,5,1.569,5,5,1.16,1.146,1.161,0.722,0.705,0.695,0.704,5,5,1.685,1
2.049,2.04,2.053,1.879,5,2.195,3.199,2.999,5,5,5,1.552,5,5,1.148,1.133,1.148,0.733,0.709,0.702,0.709,5,5,1.621,1
2.067,2.058,2.071,1.893,5,2.198,4.104,2.992,3.015,5,5,1.533,5,5,1.139,1.124,0.838,0.737,0.717,0.707,0.719,5,5,1.824,1
2.086,2.076,2.089,1.894,5,2.294,3.207,2.985,3.001,5,4.042,1.513,5,5,1.128,1.113,1.123,0.747,0.724,0.702,0.724,5,1.799,1.571,1
2.104,2.095,2.112,1.904,2.274,2.293,3.207,2.978,2.994,3.351,5,1.493,5,5,1.126,1.098,1.108,0.761,0.735,0.704,0.735,5,5,1.594,1
2.122,2.113,2.132,1.905,2.283,2.3,4.12,2.97,2.99,3.33,4.023,1.473,5,5,1.568,1.086,1.095,0.737,0.721,0.71,0.739,5,1.269,1.696,1
2.14,2.134,2.151,1.918,2.286,4.013,4.126,2.963,2.977,3.316,5,1.454,5,5,5,1.075,1.084,0.744,0.721,0.713,0.741,5,1.287,1.715,1
2.159,2.15,2.276,1.925,4.014,3.206,4.131,2.956,2.973,3.292,4.01,1.434,5,5,5,1.067,0.895,0.752,0.728,0.719,0.737,5,2.216,1.734,1
2.177,2.168,2.318,1.92,4.002,3.2,4.14,2.949,2.969,3.275,5,1.412,5,5,5,1.059,0.88,0.797,0.736,0.726,0.74,0.8,2.224,1.732,1
2.197,2.189,5,2.021,2.192,4,4.143,2.942,2.959,3.268,4.001,1.396,5,5,1.063,1.048,0.871,0.801,0.743,0.733,0.746,5,2.252,1.751,1
2.22,2.208,5,1.94,2.308,3.2,4.149,2.935,3.239,3.25,3.992,1.375,5,5,1.05,1.037,0.859,0.957,0.751,0.741,0.75,5,5,1.749,1
2.238,2.227,5,1.928,3.984,3.203,4.161,2.928,2.948,3.236,3.993,1.356,5,5,1.04,1.029,0.851,0.914,0.759,0.748,0.758,5,5,1.765,1
2.316,2.246,5,1.86,2.303,3.204,4.163,2.921,2.937,3.213,3.978,1.336,5,5,1.03,1.018,0.843,0.813,0.769,0.756,0.765,5,1.273,1.785,1
2.329,2.265,5,1.875,2.318,3.198,4.17,2.914,2.931,3.196,3.975,1.316,5,1.146,1.021,1.008,0.835,0.845,0.777,0.763,0.773,5,1.291,1.808,1
2.348,2.283,5,1.888,2.323,3.201,4.173,2.907,2.923,3.182,3.964,1.297,5,1.12,1.011,0.995,0.828,0.933,0.787,0.771,0.784,5,5,1.827,1
2.368,2.302,2.419,1.9,2.331,3.98,4.182,2.9,2.917,3.168,3.961,1.277,5,1.098,0.642,0.986,0.822,0.997,0.791,0.778,0.791,5,5,1.846,2
2.39,2.32,2.435,1.915,2.343,3.954,2.921,2.893,2.907,3.161,3.955,1.261,5,1.076,0.622,0.977,0.819,0.987,0.838,0.786,0.798,5,5,1.869,2
2.41,2.342,5,1.923,2.006,3.193,4.191,2.885,2.902,2.043,3.948,1.238,5,1.057,0.606,0.971,0.82,0.979,0.812,0.793,0.806,5,5,1.885,2
2.427,2.361,5,1.94,2.014,3.2,4.201,2.878,2.895,2.024,3.946,1.218,5,1.038,0.589,0.963,0.951,0.969,0.803,0.801,0.813,5,5,1.908,2
2.445,2.379,5,1.961,2.367,3.924,2.9,2.872,2.886,2.008,3.937,1.202,5,1.017,0.574,0.958,0.942,0.837,0.805,0.808,0.821,5,5,1.93,2
2.467,2.399,5,1.973,2.375,3.217,4.213,2.865,2.882,1.993,3.934,1.027,5,1,0.559,0.954,0.914,0.808,0.807,0.814,0.824,5,5,1.951,2
2.482,2.411,5,1.99,3.929,4.116,4.219,2.86,2.874,1.984,3.934,1.009,0.997,0.985,0.547,0.944,0.907,0.797,0.816,0.82,0.829,5,1.398,1.925,2
2.222,2.416,5,1.995,2.373,3.21,2.88,2.86,3.091,3.087,3.935,1.005,0.989,0.979,0.541,0.941,0.922,0.786,0.833,0.82,0.832,5,5,1.919,2
2.2,2.414,5,1.974,2.37,3.901,4.217,2.864,3.474,3.094,3.911,1.009,0.992,0.981,0.549,0.941,0.914,0.784,0.831,0.817,0.835,4.218,5,1.93,2
2.197,2.439,5,1.98,2.373,3.902,4.216,2.866,3.476,3.102,3.909,1.012,0.994,0.983,3.478,0.945,0.904,0.78,0.833,0.815,0.839,4.22,5,1.701,1
2.193,2.428,5,1.992,2.372,3.906,4.216,2.866,3.477,3.12,3.91,1.013,0.995,0.984,3.482,0.945,0.905,0.78,0.829,0.814,0.838,4.217,5,1.7,1
