@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {1,2,3,4}

@data
0.985,0.765,2.887,1.595,1
0.978,0.764,2.884,1.144,1
0.968,0.763,2.878,1.154,1
0.956,0.766,2.871,1.585,1
0.942,0.765,2.864,1.781,1
0.928,0.768,2.859,1.563,1
0.913,0.768,2.848,5,1
0.898,0.771,2.839,5,2
0.882,0.771,2.83,1.554,2
0.865,0.77,2.82,1.57,2
0.848,0.764,2.811,1.588,2
0.832,0.765,2.802,1.56,2
0.816,0.766,2.793,1.584,2
0.802,0.767,2.785,1.587,2
0.786,0.768,2.779,1.274,2
0.781,0.768,2.778,1.607,2
0.782,0.769,2.781,1.608,2
0.783,0.768,2.783,0.946,2
0.785,0.77,2.783,0.941,2
0.785,0.768,2.783,0.942,2
0.784,0.767,2.783,0.941,2
0.784,0.868,2.784,0.949,2
0.783,0.87,2.785,0.911,2
0.783,0.87,2.339,0.909,2
0.782,0.869,2.34,0.905,2
0.78,0.771,2.783,0.903,2
0.779,0.766,2.787,0.898,2
0.778,0.76,2.136,5,2
0.777,0.754,2.135,4.301,2
0.776,0.749,2.137,0.933,2
0.776,0.747,2.145,0.911,2
0.776,0.746,2.15,0.886,2
0.777,0.748,2.151,0.881,2
0.777,0.747,2.151,0.879,2
0.78,0.747,2.802,0.879,2
0.78,0.747,2.805,0.875,2
0.779,0.746,2.147,0.874,2
0.785,0.391,2.155,0.869,2
1.556,0.386,2.646,0.868,4
0.828,0.374,2.643,0.866,2
0.782,0.372,2.643,0.864,2
0.777,0.371,2.644,0.862,2
0.776,0.366,2.645,0.862,2
0.775,0.364,2.815,0.865,2
0.774,0.366,2.724,0.901,2
0.776,0.375,2.651,0.862,2
0.779,0.746,2.821,0.858,2
0.796,0.75,2.646,0.856,2
1.807,0.364,2.647,0.852,4
1.799,0.354,2.405,0.851,4
1.798,0.352,2.651,0.852,4
0.944,0.35,2.653,0.852,4
1.795,0.35,2.654,0.853,4
0.935,0.35,2.654,0.854,4
0.942,0.35,2.651,0.854,4
1.794,0.35,2.65,0.854,4
1.794,0.35,2.654,0.854,4
0.938,0.35,2.655,0.855,4
0.937,0.35,2.655,0.855,4
0.937,0.35,2.655,0.855,4
0.943,0.35,2.652,0.856,4
0.939,0.35,2.652,0.856,4
0.933,0.35,2.653,0.856,4
0.936,0.35,2.656,0.856,4
0.936,0.35,2.656,0.856,4
0.932,0.35,2.656,0.856,4
0.935,0.35,2.656,0.856,4
0.935,0.35,2.653,0.856,4
0.935,0.35,2.66,0.856,4
0.935,0.35,2.657,0.86,4
0.931,0.35,2.654,0.86,4
0.935,0.35,2.657,0.86,4
0.931,0.353,2.66,0.857,4
0.933,0.353,2.658,0.859,4
0.93,0.744,2.66,0.865,1
0.923,0.743,2.655,0.867,1
0.915,0.743,2.661,0.876,1
0.909,0.74,2.664,0.879,1
0.902,0.74,2.668,0.888,1
0.893,0.733,2.672,0.903,2
0.886,0.726,2.157,0.906,2
1.717,0.376,2.151,0.902,4
1.704,0.371,2.149,0.909,4
2.695,0.372,2.145,0.915,4
2.682,0.377,2.14,0.924,4
2.672,0.396,2.709,0.933,4
2.659,0.692,2.714,0.941,1
2.647,0.688,2.718,0.95,1
2.636,0.684,2.705,0.956,1
2.625,0.68,2.727,0.964,1
2.616,0.46,2.73,0.971,4
2.608,0.674,2.733,0.979,1
2.598,0.461,2.105,0.989,4
2.586,0.469,2.094,0.925,4
2.579,0.662,2.05,0.933,1
2.562,0.658,2.052,0.943,1
2.552,0.655,2.041,0.959,1
2.538,0.651,2.073,0.971,1
1.498,0.647,2.075,0.984,1
1.48,0.644,2.027,0.998,1
1.465,0.511,2.025,1.013,1
1.449,0.527,2.058,1.028,1
1.429,0.633,2.052,1.045,1
1.414,0.626,2.042,1.062,1
1.396,0.582,1.993,1.132,1
1.378,0.584,1.98,0.571,1
1.359,0.613,1.977,0.582,1
1.344,0.614,2.798,0.594,1
1.325,0.611,2.803,0.61,1
1.306,0.607,1.999,0.622,1
2.287,0.603,1.992,0.638,1
2.266,0.599,2.81,0.655,1
2.245,0.595,2.065,0.674,1
2.224,0.591,2.097,0.69,1
2.204,0.585,2.829,0.703,1
2.184,0.582,2.081,0.719,1
2.164,0.579,2.823,0.738,1
2.145,0.578,2.823,0.753,1
2.126,0.575,2.025,0.769,1
2.108,0.572,2.8,0.783,1
2.089,0.569,2.787,0.798,1
2.07,0.566,2.772,0.813,1
2.051,0.563,2.146,0.827,1
2.032,0.559,2.138,0.843,1
2.013,0.556,2.102,0.858,1
1.995,0.553,2.723,0.873,1
1.976,0.549,2.085,0.887,1
1.957,0.546,1.875,0.902,1
1.939,0.542,1.863,0.917,1
1.92,0.538,1.862,0.931,1
1.902,0.534,1.862,0.945,1
1.884,0.53,1.906,0.959,1
0.592,0.527,1.876,0.974,2
0.587,0.523,1.871,0.989,2
0.583,0.519,1.853,1.003,2
0.576,0.515,1.852,1.018,2
0.575,0.511,1.849,1.031,2
0.572,0.507,1.852,1.044,2
0.568,0.504,1.848,1.057,2
0.803,0.5,1.849,1.064,2
0.801,0.498,1.851,1.063,2
0.802,0.497,1.849,1.071,2
0.802,0.497,1.853,1.076,2
0.802,0.496,1.853,1.062,2
0.802,0.496,1.853,1.064,2
0.802,0.496,1.854,1.099,2
0.802,0.495,1.814,1.085,2
0.802,0.494,1.855,1.057,2
0.804,0.493,1.817,1.053,2
1.542,0.492,1.867,1.052,4
1.542,0.491,1.865,1.051,4
1.545,0.49,2.005,1.046,4
1.754,0.489,2.063,1.045,4
1.754,0.489,1.932,1.045,4
1.753,0.489,1.97,1.046,4
1.753,0.489,1.938,1.046,4
1.754,0.489,1.971,1.046,4
1.753,0.489,1.971,1.046,4
1.752,0.488,1.932,1.047,4
1.749,0.488,1.941,1.049,4
1.745,0.487,1.93,1.052,4
0.589,0.487,2.018,1.057,2
0.59,0.486,1.919,1.062,2
0.59,0.486,1.913,1.068,2
1.715,0.484,1.911,1.076,4
1.706,0.483,1.89,1.083,4
1.697,0.482,1.859,1.09,4
1.69,0.481,1.855,1.096,4
1.684,0.48,1.853,1.102,4
1.677,0.48,1.852,1.108,4
1.47,0.48,1.848,1.114,4
1.663,0.48,1.846,1.121,4
1.453,0.481,1.844,1.128,4
1.449,0.481,1.842,1.136,4
1.435,0.482,1.84,1.144,4
1.428,0.483,1.837,1.153,4
1.417,0.485,1.834,1.165,4
1.415,0.486,1.832,0.582,4
1.417,0.488,1.829,1.184,4
1.592,0.49,1.822,0.584,4
1.581,0.492,1.819,1.203,4
1.571,0.494,1.816,1.213,4
1.56,0.496,1.813,1.219,1
1.55,0.497,1.809,1.229,1
1.54,0.499,1.806,1.239,1
1.529,0.502,1.802,1.25,1
1.518,0.504,1.798,1.261,1
1.505,0.507,1.794,1.274,1
1.491,0.511,1.788,1.288,1
1.476,0.515,1.782,1.303,1
1.46,0.52,1.776,0.609,1
1.443,0.524,1.767,1.337,1
1.426,0.53,1.76,0.618,1
1.408,0.535,1.753,0.61,1
1.39,0.541,1.746,1.391,1
1.372,0.546,1.739,0.62,1
1.354,0.553,1.732,0.64,1
1.336,0.558,1.725,0.646,1
1.318,0.564,1.718,0.649,1
1.3,0.57,1.711,0.641,1
1.282,0.576,1.704,0.65,1
1.264,0.583,1.697,0.999,1
1.245,0.589,1.69,1.017,1
1.225,0.595,1.683,1.035,1
1.206,0.601,1.676,1.054,1
1.186,0.608,1.669,1.074,1
1.167,0.614,1.662,1.096,1
1.147,0.621,1.655,1.115,1
1.131,0.627,1.647,0.71,1
1.111,0.633,1.64,0.709,1
1.091,0.64,1.633,0.712,1
1.072,0.646,1.626,0.716,1
1.052,0.653,1.618,0.726,1
1.03,0.659,1.611,0.732,1
1.011,0.663,1.604,0.738,1
0.991,0.67,1.596,0.741,1
0.972,0.682,1.589,0.744,1
0.952,0.686,1.581,1.323,1
0.933,0.693,1.571,1.875,1
0.914,0.7,1.559,1.895,1
0.895,0.707,1.551,1.912,2
0.876,0.714,1.542,1.411,2
0.857,0.721,1.534,0.78,2
0.838,0.728,1.525,0.791,2
0.819,0.735,1.514,0.798,2
0.801,0.742,1.507,0.804,2
0.785,0.747,1.502,0.812,2
0.776,0.748,1.5,2.047,2
0.777,0.746,1.502,0.807,2
0.78,0.744,1.505,0.839,2
0.78,0.744,1.506,0.844,2
0.78,0.744,1.506,0.844,2
0.779,0.744,1.509,0.834,2
0.779,0.744,1.509,0.833,2
0.779,0.743,1.51,0.832,2
0.779,0.743,1.51,0.83,2
0.778,0.743,1.511,0.829,2
0.778,0.743,1.511,1.48,2
0.778,0.743,1.512,0.834,2
0.778,0.742,1.512,1.48,2
0.778,0.742,1.513,1.48,2
0.78,0.741,1.515,1.48,2
0.779,0.744,1.515,0.811,2
0.774,0.743,1.514,0.78,2
0.773,0.748,1.515,0.773,2
0.772,0.743,1.516,0.766,2
0.771,0.738,1.519,0.762,2
0.77,0.737,1.52,0.759,2
0.769,0.737,1.525,0.756,2
0.768,0.739,1.527,0.774,2
0.767,0.739,1.53,0.754,2
0.766,0.743,1.531,0.744,2
0.766,0.749,1.536,0.738,2
0.771,1.151,1.541,0.735,2
0.875,0.746,1.559,0.728,2
0.818,0.789,1.546,0.725,2
0.768,0.784,1.551,0.723,2
0.767,0.783,1.554,0.72,2
0.767,0.784,1.574,0.722,2
0.77,0.81,1.577,0.718,2
0.773,0.769,2.911,0.713,2
0.786,0.763,2.912,0.711,2
0.797,0.756,2.913,0.709,2
1.543,0.753,1.606,0.707,1
1.544,0.749,1.586,0.706,1
0.78,0.746,1.607,0.705,2
1.544,0.743,1.615,0.705,1
1.543,0.745,1.611,0.707,1
1.541,0.741,1.609,0.709,1
1.54,0.741,1.608,0.71,1
1.539,0.741,1.608,0.711,1
1.538,0.74,1.61,0.712,1
1.534,0.739,1.606,0.716,1
1.527,0.737,1.599,0.722,1
1.518,0.733,1.592,0.732,1
1.506,0.729,1.578,0.743,1
1.492,0.724,1.571,0.756,1
1.478,0.718,1.556,0.771,1
1.463,0.712,1.544,0.787,1
1.446,0.709,2.959,0.803,1
1.43,0.702,2.966,0.82,1
1.415,0.696,2.88,0.837,1
1.397,0.692,2.193,0.856,1
1.375,0.686,2.21,0.874,1
1.356,0.676,2.224,0.893,1
1.337,0.67,2.235,0.912,1
1.322,0.667,1.415,0.93,1
1.3,0.657,1.366,0.949,1
1.281,0.651,1.344,0.968,1
1.265,0.644,1.324,0.987,1
1.246,0.638,1.305,1.006,1
1.226,0.632,1.286,1.025,1
1.206,0.625,1.27,1.045,1
1.184,0.619,1.253,1.064,1
1.164,0.611,1.237,1.084,1
1.144,0.604,3.075,1.103,1
1.124,0.598,1.194,1.123,1
1.108,0.59,1.171,1.143,1
1.085,0.584,1.151,1.162,1
1.066,0.58,1.132,1.181,1
1.048,0.577,1.114,1.2,1
1.029,0.567,1.095,1.218,1
1.01,0.561,1.074,1.237,1
0.755,0.555,1.056,1.255,2
0.712,0.551,1.041,1.273,2
0.684,0.542,1.022,1.292,2
0.669,0.536,1,1.31,2
0.658,0.529,0.982,1.328,2
0.655,0.52,0.966,1.345,2
0.886,0.515,0.956,1.36,2
0.88,0.506,3.193,1.366,2
0.57,0.504,3.203,1.364,2
0.568,0.504,3.198,1.361,2
0.565,0.505,3.197,1.36,2
0.887,0.505,3.194,1.36,2
0.886,0.504,3.194,1.36,2
0.565,0.503,3.188,1.36,2
0.886,0.502,3.189,1.363,2
0.889,0.501,2.584,1.358,2
0.889,0.501,2.59,1.358,2
0.889,0.5,2.587,1.358,2
0.888,0.5,2.584,1.358,2
0.889,0.499,3.204,1.357,2
0.889,0.498,3.205,1.357,2
0.889,0.497,3.193,1.357,2
0.889,0.495,3.191,1.357,2
0.89,0.494,3.188,1.356,2
0.89,0.493,2.582,1.356,2
0.891,0.491,2.59,1.356,2
0.891,0.49,0.966,1.36,2
0.888,0.489,2.579,1.36,2
0.584,0.486,2.581,1.36,2
0.891,0.484,2.581,1.36,2
0.893,0.482,2.582,1.393,2
0.892,0.48,2.583,1.375,2
0.892,0.479,2.582,1.392,2
0.893,0.477,2.586,1.362,2
0.892,0.475,2.588,1.363,2
0.892,0.473,2.59,1.365,2
0.892,0.472,2.594,1.367,2
0.893,0.47,2.596,1.371,2
0.895,0.467,2.597,1.41,2
0.887,0.464,1.426,0.788,2
0.89,0.461,1.42,0.784,2
0.889,0.459,1.415,0.783,2
0.888,0.457,1.416,0.782,2
0.887,0.455,2.604,0.525,2
0.887,0.453,1.416,0.506,2
0.886,0.451,2.613,0.497,2
0.889,0.45,2.615,0.508,2
0.882,0.452,1.438,0.49,2
0.887,0.463,1.429,0.485,2
0.877,0.451,1.424,0.481,2
0.88,0.447,1.398,0.487,2
0.879,0.446,1.398,0.471,2
0.878,0.446,1.4,0.463,2
0.876,0.445,1.419,0.48,2
0.876,0.448,1.415,0.465,2
0.878,0.475,1.395,0.447,2
0.877,0.504,1.395,0.445,2
0.879,0.553,1.392,0.439,2
0.887,0.453,1.389,0.437,2
0.899,0.457,1.39,0.435,2
0.877,0.545,1.394,0.432,2
0.873,0.539,1.41,0.43,2
0.876,1.053,1.401,0.429,2
0.882,0.47,1.394,0.423,2
0.892,0.469,1.396,0.421,2
3.287,0.474,1.397,0.42,4
3.284,0.481,1.396,0.419,4
3.284,0.858,1.398,0.419,1
3.285,0.855,1.399,0.419,1
3.285,0.851,1.4,0.419,1
3.288,0.851,1.4,0.419,1
3.291,0.851,1.4,0.42,1
3.285,0.851,1.401,0.423,1
3.278,0.848,1.403,0.429,1
3.266,0.845,1.408,0.438,1
3.256,0.843,1.412,0.448,1
3.244,0.835,1.417,0.46,1
3.23,0.832,1.424,0.474,1
3.215,0.822,1.43,0.489,1
3.202,0.817,1.438,0.505,1
3.187,0.593,1.445,0.522,1
3.163,0.8,1.453,0.54,1
3.144,0.792,1.46,0.559,1
3.126,0.788,1.468,0.578,1
1.022,0.777,1.476,0.597,1
3.09,0.769,1.483,0.616,1
3.067,0.765,1.491,0.636,1
3.051,0.758,1.499,0.655,1
3.031,0.75,1.507,0.674,1
0.949,0.74,1.515,0.693,1
0.929,0.732,1.523,0.712,1
0.91,0.728,1.531,0.732,1
2.954,0.718,1.539,0.751,1
2.935,0.714,1.546,0.77,1
2.916,0.723,1.553,0.788,1
2.898,0.714,1.561,0.806,1
2.88,0.704,1.568,0.824,1
2.862,0.697,1.575,0.842,1
2.844,0.689,1.582,0.86,1
2.826,0.683,1.589,0.878,1
2.808,0.675,1.596,0.896,1
2.79,0.686,1.603,0.914,1
2.771,0.666,1.61,0.933,1
2.752,0.663,1.617,0.951,1
2.733,0.673,1.625,0.97,1
2.714,0.649,1.633,0.988,1
2.696,0.643,1.64,1.007,1
2.678,0.636,1.647,1.025,1
2.659,0.63,1.655,1.043,1
2.641,0.622,1.662,1.062,1
2.622,0.613,1.67,1.08,1
2.601,0.609,1.677,1.099,1
2.582,0.599,1.685,1.117,1
2.566,0.596,1.692,1.136,1
2.547,0.587,1.7,1.154,1
2.526,0.58,1.707,1.173,1
2.507,0.574,1.714,1.191,1
2.488,0.567,1.722,1.21,1
2.47,0.561,1.729,1.228,1
2.452,0.557,1.736,1.246,1
2.434,0.551,1.743,1.264,1
2.415,0.543,1.751,1.282,1
2.397,0.537,1.759,1.301,1
2.378,0.527,1.767,1.319,1
2.36,0.523,1.774,1.337,1
2.342,0.535,1.783,1.355,1
2.323,0.524,1.791,1.374,1
2.305,0.506,1.799,1.392,1
2.287,0.503,1.807,1.41,1
1.923,0.492,1.815,1.428,4
1.9,0.487,1.824,1.447,4
1.887,0.483,1.832,1.465,4
2.211,0.48,1.84,1.483,4
2.193,0.478,1.848,1.502,4
2.176,0.479,1.856,1.519,4
2.159,0.497,1.863,1.536,1
2.143,0.486,1.87,1.552,4
2.127,0.503,1.876,1.568,1
2.112,0.514,1.883,1.583,1
2.098,0.492,1.889,1.596,4
2.084,0.479,1.895,1.61,4
2.071,0.483,1.9,1.622,4
1.813,0.63,1.905,1.635,1
1.796,0.482,1.91,1.647,4
1.789,0.621,1.916,1.659,1
1.782,0.625,1.92,1.67,1
1.77,0.597,1.925,1.681,1
2.001,0.601,1.93,1.692,1
1.788,0.605,1.935,1.704,1
1.771,0.571,1.941,1.717,1
1.964,0.544,1.947,1.73,1
1.952,0.579,1.953,1.743,1
1.941,0.522,1.959,1.756,1
1.927,0.53,1.965,1.771,1
1.91,0.516,1.971,1.786,1
1.893,1.428,1.95,1.802,3
1.876,1.419,1.986,1.819,3
1.859,1.413,1.934,1.837,3
1.84,1.405,1.941,1.856,3
1.82,1.4,2.004,1.875,3
1.801,1.398,1.879,1.894,3
1.782,1.394,1.853,1.913,3
1.763,1.389,1.834,1.931,3
1.745,1.386,1.815,1.95,3
1.727,1.381,1.798,1.968,3
1.633,1.38,2.032,1.985,3
1.693,1.384,1.762,2.001,3
1.678,1.412,1.741,2.015,3
1.663,1.378,1.703,2.029,3
1.649,1.372,1.681,2.042,3
1.569,1.369,1.663,2.055,3
1.559,1.367,1.651,2.069,3
1.578,1.364,1.658,2.083,3
1.547,1.361,1.778,2.096,3
1.555,1.358,1.631,2.109,3
1.45,1.362,1.591,2.123,3
1.369,2.692,1.577,2.138,3
1.358,2.689,1.56,2.181,3
1.342,2.686,1.546,2.165,3
1.332,0.753,1.533,2.177,1
1.347,0.761,1.534,2.19,1
1.333,0.772,1.508,2.204,1
1.307,0.775,1.497,2.181,1
1.3,0.785,1.483,2.187,1
1.292,0.856,1.469,2.187,1
1.284,0.935,1.458,2.188,3
1.276,2.253,1.447,2.199,3
1.265,1.319,1.435,2.312,3
1.254,1.324,1.423,2.299,3
1.245,1.336,1.415,2.334,3
1.234,2.293,1.405,2.364,3
1.226,0.832,1.397,2.385,1
1.211,0.834,1.382,2.409,1
1.197,0.839,1.372,2.395,1
1.182,0.843,1.362,2.396,1
1.163,0.847,1.35,3.34,1
1.147,0.854,1.343,2.321,1
1.131,0.86,1.336,2.326,1
1.115,2.358,1.329,2.349,3
1.098,2.365,1.323,2.431,3
1.081,2.372,1.316,2.435,3
1.064,0.875,1.31,3.437,1
1.047,0.883,1.303,3.454,1
1.031,0.891,1.296,2.451,1
1.014,2.401,1.289,3.486,3
0.997,2.407,1.283,2.48,3
0.98,0.895,1.277,2.47,1
0.966,0.897,1.27,2.481,1
0.948,0.903,1.263,2.49,3
0.932,0.908,1.256,2.501,3
0.915,0.913,1.251,2.505,3
0.899,0.916,1.245,2.515,2
0.883,0.922,1.242,2.523,2
0.867,0.927,1.237,2.598,2
0.851,0.932,1.231,2.616,2
0.836,0.938,1.227,2.604,2
0.822,0.917,1.223,2.617,2
0.816,0.903,1.222,2.637,2
0.817,0.897,1.221,2.633,2
0.817,0.891,1.222,3.677,2
0.822,0.89,1.224,3.675,2
0.822,0.894,1.223,2.666,2
0.822,0.89,1.223,3.675,2
0.818,0.89,1.224,3.675,2
0.817,0.89,1.224,3.675,2
0.816,0.889,1.224,3.672,2
0.816,0.888,1.225,3.675,2
0.814,0.887,1.226,2.649,2
0.814,0.886,1.228,2.644,2
0.813,0.885,1.229,2.649,2
0.812,0.884,1.231,2.652,2
0.815,0.889,1.233,2.656,2
0.815,0.978,1.239,3.676,2
0.815,0.898,1.242,3.681,2
0.813,0.97,1.244,2.672,2
0.812,0.881,1.246,3.669,2
0.807,0.877,1.245,3.668,2
0.806,0.877,1.247,3.674,2
0.805,0.901,1.249,2.683,2
0.804,0.963,1.255,2.687,2
0.803,0.871,1.258,2.688,2
0.805,0.954,1.26,3.715,2
0.805,0.887,1.268,4.834,2
0.807,0.837,1.269,0.873,2
0.823,0.834,1.281,0.871,2
0.874,0.83,1.272,0.865,2
0.806,0.822,1.274,0.867,2
0.802,0.819,1.273,0.909,2
0.804,0.818,1.279,0.856,2
0.807,0.814,1.289,0.854,2
0.813,0.826,1.81,0.849,2
0.881,0.798,1.751,0.845,2
0.892,0.792,1.821,0.845,2
0.893,0.788,1.319,0.845,2
0.895,0.785,1.325,0.845,2
1.265,0.782,1.3,0.845,1
1.269,0.779,1.305,0.849,1
1.27,0.786,1.334,0.85,1
1.27,0.774,1.343,0.85,1
1.268,0.769,1.842,0.852,1
1.265,0.776,1.338,0.855,1
1.259,0.789,1.325,0.861,1
1.251,0.776,1.317,0.869,1
1.241,0.77,1.31,0.879,1
1.229,0.766,1.821,0.891,1
1.215,0.754,1.814,0.905,1
1.2,0.752,1.803,0.92,1
1.076,0.747,1.794,0.937,1
1.057,0.741,1.788,0.954,1
1.041,0.739,1.776,0.972,1
1.025,0.727,1.769,0.991,1
1.11,0.725,1.758,1.01,1
1.004,0.719,1.746,1.029,1
1.071,0.713,1.438,1.049,1
1.051,0.71,1.723,1.069,1
1.031,0.708,1.717,1.089,1
1.012,0.692,1.705,1.109,1
0.992,0.689,1.699,1.128,1
0.972,0.687,1.69,1.148,1
0.95,0.674,1.273,1.167,1
0.934,0.671,1.668,1.186,1
0.915,0.665,1.667,1.204,1
0.893,0.66,1.575,1.223,2
0.874,0.654,1.646,1.242,2
0.856,0.648,1.543,1.261,2
0.837,0.645,1.497,1.279,2
0.818,0.632,1.626,1.298,2
0.801,0.634,1.522,1.315,2
0.786,0.619,1.48,1.329,2
0.778,0.608,1.613,1.336,2
0.779,0.603,1.618,1.334,2
0.782,0.602,1.626,1.33,2
0.784,0.602,1.627,1.329,2
0.784,0.603,1.627,1.329,2
0.784,0.602,1.627,1.329,2
0.784,0.602,1.627,1.329,2
0.783,0.601,1.628,1.326,2
0.783,0.596,1.629,1.326,2
0.783,0.595,1.63,1.325,2
0.784,0.594,1.632,1.328,2
0.784,0.592,0.855,1.328,2
0.784,0.59,1.64,1.328,2
0.785,0.589,0.861,1.331,2
0.786,0.588,1.632,1.332,2
0.786,0.587,1.63,1.332,2
0.785,0.59,1.631,1.349,2
0.784,0.584,1.636,5,2
0.784,0.578,1.645,5,2
0.783,0.576,1.653,1.21,2
0.783,0.574,1.652,1.206,2
0.783,0.572,1.653,1.205,2
0.783,0.57,1.661,1.208,2
0.782,0.572,1.67,1.21,2
0.781,0.577,1.976,5,2
0.78,0.568,2.377,5,2
0.779,0.562,2.392,5,2
0.778,0.557,2.391,1.208,2
0.777,0.555,2.393,5,2
0.776,0.553,2.395,1.201,2
0.779,0.555,2.4,1.417,2
0.779,0.553,2.567,0.616,2
0.773,0.552,2.866,0.605,2
0.771,0.564,2.869,0.606,2
0.769,0.552,2.94,0.605,2
0.767,0.551,2.871,0.593,2
0.765,0.551,2.863,0.588,2
0.763,0.55,2.862,0.637,2
0.762,0.578,2.864,0.633,2
0.761,0.588,2.866,0.589,2
0.763,0.798,1.377,0.569,2
0.766,0.686,1.368,0.565,2
0.779,0.586,1.368,0.553,2
0.765,0.681,1.369,0.545,2
0.761,0.663,1.448,0.539,2
0.76,0.775,1.377,0.537,2
0.763,0.813,1.414,0.536,2
0.766,0.567,1.383,0.531,2
0.776,0.572,1.374,0.529,2
0.794,0.577,1.372,0.524,2
1.65,0.75,1.373,0.522,1
1.665,0.743,1.375,0.521,1
1.664,0.741,1.377,0.521,1
1.664,0.738,1.379,0.521,1
0.934,0.736,1.38,0.523,1
0.925,0.736,1.381,0.527,1
0.917,0.734,1.383,0.533,1
0.873,0.731,1.386,0.541,2
0.91,0.727,1.39,0.552,1
0.892,0.722,1.396,0.565,2
0.887,0.716,1.401,0.578,2
0.871,0.71,1.409,0.592,2
0.856,0.703,1.413,0.606,2
1.556,0.697,1.419,0.619,1
1.547,0.692,1.424,0.631,1
1.536,0.691,1.429,0.642,1
1.533,0.687,1.432,0.647,1
1.533,0.686,1.433,0.648,1
1.531,0.686,1.434,0.649,1
1.529,0.685,1.434,0.651,1
1.527,0.685,1.435,0.654,1
1.524,0.684,1.436,0.656,1
1.523,0.683,1.437,0.657,1
1.522,0.682,1.437,0.658,1
0.904,0.682,1.435,0.661,1
0.9,0.68,1.44,0.667,2
0.892,0.676,1.443,0.676,2
1.492,0.672,1.448,0.687,1
1.479,0.668,1.452,0.7,1
0.851,0.666,1.454,0.712,2
0.844,0.661,1.461,0.723,2
1.439,0.657,1.462,0.735,1
0.88,0.655,1.469,0.747,2
1.415,0.651,1.473,0.758,1
1.407,0.643,1.466,0.769,1
1.396,0.636,1.48,0.78,1
1.385,0.632,1.48,0.794,1
1.374,0.629,1.49,0.801,1
1.36,0.622,1.509,0.812,1
1.348,0.618,1.527,0.824,1
0.885,0.613,1.508,0.838,2
1.315,0.608,1.529,0.856,1
1.302,0.604,1.531,0.87,1
1.287,0.598,1.576,0.888,1
1.269,0.593,1.569,0.906,1
1.252,0.588,1.577,0.923,1
1.235,0.583,1.586,0.94,1
1.219,0.579,1.588,0.957,1
1.203,0.575,1.587,0.973,1
1.187,0.57,1.601,0.99,1
0.867,0.565,1.607,1.008,2
1.154,0.561,1.613,1.025,1
1.14,0.556,1.622,1.043,1
1.123,0.552,1.625,1.062,1
1.106,0.547,1.631,1.081,1
1.09,0.543,1.637,1.099,1
1.074,0.539,1.644,1.116,1
1.06,0.535,1.649,1.132,1
1.049,0.532,1.655,1.149,1
1.037,0.528,3.165,1.165,1
1.021,0.521,1.671,1.183,1
1.006,0.518,1.748,1.201,1
0.986,0.516,1.779,1.218,1
0.967,0.513,1.757,1.237,1
0.826,0.51,1.761,1.255,2
0.93,0.508,1.749,1.274,1
0.855,0.506,1.713,1.293,2
0.898,0.503,1.72,1.312,2
0.879,0.501,1.725,1.331,2
0.863,0.499,1.732,1.35,2
0.848,0.496,1.74,1.369,2
0.834,0.494,1.744,1.386,2
0.824,0.493,1.75,1.161,2
0.821,0.49,1.966,1.4,2
0.827,0.49,1.769,1.398,2
0.828,0.49,1.772,1.395,2
0.829,0.49,3.206,1.395,2
0.829,0.49,1.952,1.395,2
0.828,0.489,3.207,1.395,2
0.828,0.489,3.211,1.399,2
0.828,0.488,1.952,1.395,2
0.831,0.487,1.952,1.398,2
0.828,0.486,1.952,1.398,2
0.832,0.485,1.949,1.397,2
0.831,0.484,1.949,1.145,2
0.834,0.483,1.949,1.142,2
1.447,0.482,1.952,1.141,4
1.101,0.481,1.956,1.14,4
1.101,0.48,1.77,1.135,4
1.1,0.479,1.767,1.135,4
1.1,0.479,1.768,1.133,4
1.096,0.48,1.768,1.136,4
1.095,0.479,1.771,1.137,4
1.098,0.48,1.768,1.135,4
1.095,0.479,1.775,1.14,4
1.092,0.48,1.773,1.144,4
1.086,0.48,1.775,1.149,4
1.077,0.48,1.777,1.152,4
0.823,0.481,1.779,1.16,2
1.473,0.481,1.779,1.168,4
1.464,0.482,1.781,1.175,4
1.455,0.483,1.787,1.187,4
1.446,0.484,1.783,1.117,4
1.438,0.484,1.786,1.13,4
1.428,0.485,1.791,0.582,4
1.421,0.486,1.79,0.578,4
1.414,0.487,1.792,0.578,4
1.41,0.488,1.794,0.574,4
1.403,0.49,1.802,0.578,4
1.395,0.491,1.804,1.037,4
1.387,0.493,1.809,1.045,4
1.379,0.494,1.868,1.028,4
1.371,0.496,2.038,0.584,1
1.366,0.497,2.042,1.065,1
1.355,0.499,1.638,1.061,1
1.279,0.502,1.646,1.306,1
1.274,0.504,1.655,1.077,1
1.33,0.508,1.664,1.06,1
1.32,0.512,1.68,0.9,1
1.31,0.517,1.691,0.914,1
1.298,0.522,1.706,0.923,1
1.286,0.528,1.722,0.932,1
1.275,0.534,1.739,0.958,1
1.264,0.54,1.759,0.976,1
1.246,0.547,1.834,0.999,1
1.228,0.554,1.794,1.461,1
1.21,0.561,1.812,1.483,1
1.191,0.568,1.831,1.499,1
1.172,0.575,1.85,1.522,1
1.156,0.582,1.865,1.542,1
1.101,0.589,1.893,0.947,1
1.082,0.596,1.91,0.969,1
